title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
532. The Merry Gentlemen,https://www.imdb.com/title/tt32368345/,US,4.8, (10K),34,,n/a,,[],"[{'name': 'Peter Sullivan', 'url': 'https://www.imdb.com/name/nm0838289/'}]","[{'name': 'Britt Robertson', 'url': 'https://www.imdb.com/name/nm1429380/'}, {'name': 'Chad Michael Murray', 'url': 'https://www.imdb.com/name/nm0614877/'}, {'name': 'Marla Sokoloff', 'url': 'https://www.imdb.com/name/nm0005448/'}, {'name': 'Marc Anthony Samuel', 'url': 'https://www.imdb.com/name/nm1133169/'}, {'name': 'Colt Prattes', 'url': 'https://www.imdb.com/name/nm3911573/'}]"
533. V/H/S/85,https://www.imdb.com/title/tt22640398/,US,5.6, (9.4K),53,,,,[],"[{'name': 'David Bruckner', 'url': 'https://www.imdb.com/name/nm1410159/'}, {'name': 'Scott Derrickson', 'url': 'https://www.imdb.com/name/nm0220600/'}, {'name': 'Natasha Kermani', 'url': 'https://www.imdb.com/name/nm2992403/'}, {'name': 'Mike P. Nelson', 'url': 'https://www.imdb.com/name/nm2298645/'}, {'name': 'Gigi Saul Guerrero', 'url': 'https://www.imdb.com/name/nm4464117/'}]","[{'name': 'Alex Galick', 'url': 'https://www.imdb.com/name/nm4857067/'}, {'name': 'Anna Sundberg', 'url': 'https://www.imdb.com/name/nm6315760/'}, {'name': 'Chelsey Grant', 'url': 'https://www.imdb.com/name/nm5470549/'}, {'name': 'Toussaint Morrison', 'url': 'https://www.imdb.com/name/nm6934797/'}, {'name': 'Tyler Noble', 'url': 'https://www.imdb.com/name/nm2997971/'}]"
534. Lilly,https://www.imdb.com/title/tt5853716/,US,8.1, (39),,,,,[],"[{'name': 'Rachel Feldman', 'url': 'https://www.imdb.com/name/nm0271095/'}]","[{'name': 'Josh McDermitt', 'url': 'https://www.imdb.com/name/nm3129311/'}, {'name': 'Patricia Clarkson', 'url': 'https://www.imdb.com/name/nm0165101/'}, {'name': 'Deirdre Lovejoy', 'url': 'https://www.imdb.com/name/nm0522479/'}, {'name': 'Thomas Sadoski', 'url': 'https://www.imdb.com/name/nm0755603/'}, {'name': 'John Benjamin Hickey', 'url': 'https://www.imdb.com/name/nm0382632/'}]"
535. Shelby Oaks,https://www.imdb.com/title/tt14999684/,US,6.0, (242),58,,n/a,,[],"[{'name': 'Chris Stuckmann', 'url': 'https://www.imdb.com/name/nm5741914/'}]","[{'name': 'Keith David', 'url': 'https://www.imdb.com/name/nm0202966/'}, {'name': 'Michael Beach', 'url': 'https://www.imdb.com/name/nm0004729/'}, {'name': 'Camille Sullivan', 'url': 'https://www.imdb.com/name/nm0837992/'}, {'name': 'Brendan Sexton III', 'url': 'https://www.imdb.com/name/nm0786639/'}, {'name': 'Robin Bartlett', 'url': 'https://www.imdb.com/name/nm0000862/'}]"
536. Buddy Games: Spring Awakening,https://www.imdb.com/title/tt21241942/,US,4.5, (1.5K),,,,,[],"[{'name': 'Josh Duhamel', 'url': 'https://www.imdb.com/name/nm0241049/'}]","[{'name': 'Dan Bakkedahl', 'url': 'https://www.imdb.com/name/nm2045884/'}, {'name': 'Kevin Dillon', 'url': 'https://www.imdb.com/name/nm0001143/'}, {'name': 'Josh Duhamel', 'url': 'https://www.imdb.com/name/nm0241049/'}, {'name': 'James Roday Rodriguez', 'url': 'https://www.imdb.com/name/nm0734442/'}, {'name': 'Nick Swardson', 'url': 'https://www.imdb.com/name/nm0841910/'}]"
537. The Supremes at Earl's All-You-Can-Eat,https://www.imdb.com/title/tt13699132/,US,6.4, (1.4K),55,,n/a,,[],"[{'name': 'Tina Mabry', 'url': 'https://www.imdb.com/name/nm2064480/'}]","[{'name': 'Aunjanue Ellis-Taylor', 'url': 'https://www.imdb.com/name/nm0254712/'}, {'name': 'Sanaa Lathan', 'url': 'https://www.imdb.com/name/nm0005125/'}, {'name': 'Uzo Aduba', 'url': 'https://www.imdb.com/name/nm2499064/'}, {'name': 'Mekhi Phifer', 'url': 'https://www.imdb.com/name/nm0001616/'}, {'name': 'Julian McMahon', 'url': 'https://www.imdb.com/name/nm0573037/'}]"
538. Genie,https://www.imdb.com/title/tt24429218/,US,5.9, (11K),35,,,,[],"[{'name': 'Sam Boyd', 'url': 'https://www.imdb.com/name/nm4364444/'}]","[{'name': 'Melissa McCarthy', 'url': 'https://www.imdb.com/name/nm0565250/'}, {'name': 'Paapa Essiedu', 'url': 'https://www.imdb.com/name/nm5469396/'}, {'name': 'Denée Benton', 'url': 'https://www.imdb.com/name/nm5715289/'}, {'name': 'Jordyn McIntosh', 'url': 'https://www.imdb.com/name/nm12658942/'}, {'name': 'Alan Cumming', 'url': 'https://www.imdb.com/name/nm0001086/'}]"
539. Spread,https://www.imdb.com/title/tt22206410/,US,5.7, (648),,,,,[],"[{'name': 'Ellie Kanner', 'url': 'https://www.imdb.com/name/nm0437802/'}]","[{'name': 'Elizabeth Gillies', 'url': 'https://www.imdb.com/name/nm2566697/'}, {'name': 'Harvey Keitel', 'url': 'https://www.imdb.com/name/nm0000172/'}, {'name': 'Diedrich Bader', 'url': 'https://www.imdb.com/name/nm0046033/'}, {'name': 'Keith Walker', 'url': 'https://www.imdb.com/name/nm2074240/'}, {'name': 'Dia Frampton', 'url': 'https://www.imdb.com/name/nm4615210/'}]"
540. Sometimes I Think About Dying,https://www.imdb.com/title/tt16431966/,US,6.6, (6.5K),68,,"$130,457","$302,741",[],"[{'name': 'Rachel Lambert', 'url': 'https://www.imdb.com/name/nm3939072/'}]","[{'name': 'Daisy Ridley', 'url': 'https://www.imdb.com/name/nm5397459/'}, {'name': 'Dave Merheje', 'url': 'https://www.imdb.com/name/nm3146403/'}, {'name': 'Parvesh Cheena', 'url': 'https://www.imdb.com/name/nm1231867/'}, {'name': 'Marcia DeBonis', 'url': 'https://www.imdb.com/name/nm0213482/'}, {'name': 'Megan Stalter', 'url': 'https://www.imdb.com/name/nm11005835/'}]"
541. Spider-Man: Lotus,https://www.imdb.com/title/tt13904644/,US,3.1, (2.9K),,,,,[],"[{'name': 'Gavin J. Konop', 'url': 'https://www.imdb.com/name/nm12259066/'}]","[{'name': 'Warden Wayne', 'url': 'https://www.imdb.com/name/nm10584127/'}, {'name': 'Sean Thomas Reid', 'url': 'https://www.imdb.com/name/nm12278238/'}, {'name': 'Moriah Brooklyn', 'url': 'https://www.imdb.com/name/nm12435095/'}, {'name': 'Tuyen Powell', 'url': 'https://www.imdb.com/name/nm12435096/'}, {'name': 'Max Fox', 'url': 'https://www.imdb.com/name/nm10641203/'}]"
542. Bad Shabbos,https://www.imdb.com/title/tt14402042/,US,7.5, (164),,,"$222,249",,[],"[{'name': 'Daniel Robbins', 'url': 'https://www.imdb.com/name/nm6319750/'}]","[{'name': 'Kyra Sedgwick', 'url': 'https://www.imdb.com/name/nm0001718/'}, {'name': 'Milana Vayntrub', 'url': 'https://www.imdb.com/name/nm2168927/'}, {'name': 'Method Man', 'url': 'https://www.imdb.com/name/nm0541218/'}, {'name': 'Ashley Zukerman', 'url': 'https://www.imdb.com/name/nm2842232/'}, {'name': 'David Paymer', 'url': 'https://www.imdb.com/name/nm0001601/'}]"
543. Cold Wallet,https://www.imdb.com/title/tt27307826/,US,5.1, (472),,,n/a,,[],"[{'name': 'Cutter Hodierne', 'url': 'https://www.imdb.com/name/nm3533174/'}]","[{'name': 'Raúl Castillo', 'url': 'https://www.imdb.com/name/nm1950004/'}, {'name': 'Tony Cavalero', 'url': 'https://www.imdb.com/name/nm3793647/'}, {'name': 'Melonie Diaz', 'url': 'https://www.imdb.com/name/nm0246686/'}, {'name': 'Josh Brener', 'url': 'https://www.imdb.com/name/nm3091777/'}]"
544. Poolman,https://www.imdb.com/title/tt18077924/,US,4.0, (2.6K),29,,"$131,000","$133,667",[],"[{'name': 'Chris Pine', 'url': 'https://www.imdb.com/name/nm1517976/'}]","[{'name': 'Chris Pine', 'url': 'https://www.imdb.com/name/nm1517976/'}, {'name': 'Jennifer Jason Leigh', 'url': 'https://www.imdb.com/name/nm0000492/'}, {'name': 'Danny DeVito', 'url': 'https://www.imdb.com/name/nm0000362/'}, {'name': 'Annette Bening', 'url': 'https://www.imdb.com/name/nm0000906/'}, {'name': 'Aflamu Johnson', 'url': 'https://www.imdb.com/name/nm3209899/'}]"
545. Dead Mail,https://www.imdb.com/title/tt26474783/,US,6.7, (306),,,,,[],"[{'name': 'Joe DeBoer', 'url': 'https://www.imdb.com/name/nm6450125/'}, {'name': 'Kyle McConaghy', 'url': 'https://www.imdb.com/name/nm5222233/'}]","[{'name': 'Sterling Macer Jr.', 'url': 'https://www.imdb.com/name/nm0532160/'}, {'name': 'John Fleck', 'url': 'https://www.imdb.com/name/nm0281387/'}, {'name': 'Tomas Boykin', 'url': 'https://www.imdb.com/name/nm1370225/'}, {'name': 'Susan Priver', 'url': 'https://www.imdb.com/name/nm0698160/'}, {'name': 'Micki Jackson', 'url': 'https://www.imdb.com/name/nm6738620/'}]"
546. What Happens Later,https://www.imdb.com/title/tt19890316/,US,4.8, (4.5K),59,,,,[],"[{'name': 'Meg Ryan', 'url': 'https://www.imdb.com/name/nm0000212/'}]","[{'name': 'Meg Ryan', 'url': 'https://www.imdb.com/name/nm0000212/'}, {'name': 'David Duchovny', 'url': 'https://www.imdb.com/name/nm0000141/'}, {'name': 'Hal Liggett', 'url': 'https://www.imdb.com/name/nm15403850/'}]"
547. Janet Planet,https://www.imdb.com/title/tt28366692/,US,6.2, (3.1K),83,,"$793,638","$805,694",[],"[{'name': 'Annie Baker', 'url': 'https://www.imdb.com/name/nm6799050/'}]","[{'name': 'Zoe Ziegler', 'url': 'https://www.imdb.com/name/nm15128473/'}, {'name': 'Luke Philip Bosco', 'url': 'https://www.imdb.com/name/nm14680116/'}, {'name': 'June Walker Grossman', 'url': 'https://www.imdb.com/name/nm15129371/'}, {'name': 'Abby Harri', 'url': 'https://www.imdb.com/name/nm6025316/'}, {'name': 'Julianne Nicholson', 'url': 'https://www.imdb.com/name/nm0629855/'}]"
548. Janis Ian: Breaking Silence,https://www.imdb.com/title/tt34280341/,US,8.1, (56),,,,,[],"[{'name': 'Varda Bar-Kar', 'url': 'https://www.imdb.com/name/nm0362771/'}]","[{'name': 'Joan Baez', 'url': 'https://www.imdb.com/name/nm0001926/'}, {'name': 'Kye Fleming', 'url': 'https://www.imdb.com/name/nm4657883/'}, {'name': 'Arlo Guthrie', 'url': 'https://www.imdb.com/name/nm0349241/'}, {'name': 'Braeden Hoffman', 'url': 'https://www.imdb.com/name/nm14217251/'}, {'name': 'Janis Ian', 'url': 'https://www.imdb.com/name/nm0406283/'}]"
549. Milk & Serial,https://www.imdb.com/title/tt22075376/,US,6.6, (2.5K),,,,,[],"[{'name': 'Curry Barker', 'url': 'https://www.imdb.com/name/nm10533874/'}]","[{'name': 'Curry Barker', 'url': 'https://www.imdb.com/name/nm10533874/'}, {'name': 'Cooper Tomlinson', 'url': 'https://www.imdb.com/name/nm7831367/'}, {'name': 'Adlih Alvarado', 'url': 'https://www.imdb.com/name/nm10536781/'}, {'name': 'Jonnathon Cripple', 'url': 'https://www.imdb.com/name/nm0187905/'}, {'name': 'Andy Dubitsky', 'url': 'https://www.imdb.com/name/nm14190449/'}]"
550. Nosferatu,https://www.imdb.com/title/tt5574078/,US,4.8, (424),,"$50,000,000","$95,608,235","$181,299,232",[],"[{'name': 'David Lee Fisher', 'url': 'https://www.imdb.com/name/nm1818042/'}]","[{'name': 'Doug Jones', 'url': 'https://www.imdb.com/name/nm0427964/'}, {'name': 'Sarah Carter', 'url': 'https://www.imdb.com/name/nm0141931/'}, {'name': 'Emrhys Cooper', 'url': 'https://www.imdb.com/name/nm1869082/'}, {'name': 'Joely Fisher', 'url': 'https://www.imdb.com/name/nm0004921/'}, {'name': 'Jack Turner', 'url': 'https://www.imdb.com/name/nm4791710/'}]"
551. Joe Baby,https://www.imdb.com/title/tt8950154/,US,7.3, (30),,,,,[],"[{'name': 'Steven Brand', 'url': 'https://www.imdb.com/name/nm0104526/'}]","[{'name': 'Dichen Lachman', 'url': 'https://www.imdb.com/name/nm1901842/'}, {'name': 'Willa Fitzgerald', 'url': 'https://www.imdb.com/name/nm2560618/'}, {'name': 'Ron Perlman', 'url': 'https://www.imdb.com/name/nm0000579/'}, {'name': 'Jason London', 'url': 'https://www.imdb.com/name/nm0518715/'}, {'name': 'Harvey Keitel', 'url': 'https://www.imdb.com/name/nm0000172/'}]"
552. The Sweet East,https://www.imdb.com/title/tt27546190/,US,6.4, (3.4K),62,,,,[],"[{'name': 'Sean Price Williams', 'url': 'https://www.imdb.com/name/nm0998342/'}]","[{'name': 'Jack Irv', 'url': 'https://www.imdb.com/name/nm0410284/'}, {'name': 'Talia Ryder', 'url': 'https://www.imdb.com/name/nm7867621/'}, {'name': 'Ella Rubin', 'url': 'https://www.imdb.com/name/nm5840032/'}, {'name': 'Tess McMillan', 'url': 'https://www.imdb.com/name/nm10145230/'}, {'name': 'Jamie Granato', 'url': 'https://www.imdb.com/name/nm7188125/'}]"
553. Last Night on Earth,https://www.imdb.com/title/tt13293604/,US,4.7, (358),,,n/a,,[],"[{'name': 'Marcos Efron', 'url': 'https://www.imdb.com/name/nm1259604/'}]","[{'name': 'Leven Rambin', 'url': 'https://www.imdb.com/name/nm1628079/'}, {'name': 'Jake McLaughlin', 'url': 'https://www.imdb.com/name/nm2474864/'}, {'name': 'Shane West', 'url': 'https://www.imdb.com/name/nm0922342/'}, {'name': 'Dee Wallace', 'url': 'https://www.imdb.com/name/nm0908914/'}, {'name': 'Sohvi Rodriguez', 'url': 'https://www.imdb.com/name/nm9376665/'}]"
554. Devil's Peak,https://www.imdb.com/title/tt10980638/,US,5.3, (1.4K),38,,,,[],"[{'name': 'Ben Young', 'url': 'https://www.imdb.com/name/nm1587778/'}]","[{'name': 'Billy Bob Thornton', 'url': 'https://www.imdb.com/name/nm0000671/'}, {'name': 'Robin Wright', 'url': 'https://www.imdb.com/name/nm0000705/'}, {'name': 'Hopper Penn', 'url': 'https://www.imdb.com/name/nm1813421/'}, {'name': 'Katelyn Nacon', 'url': 'https://www.imdb.com/name/nm5393649/'}, {'name': 'Emma Booth', 'url': 'https://www.imdb.com/name/nm1134439/'}]"
555. Maybe I Do,https://www.imdb.com/title/tt20879602/,US,5.0, (11K),42,,,,[],"[{'name': 'Michael Jacobs', 'url': 'https://www.imdb.com/name/nm0414551/'}]","[{'name': 'Diane Keaton', 'url': 'https://www.imdb.com/name/nm0000473/'}, {'name': 'William H. Macy', 'url': 'https://www.imdb.com/name/nm0000513/'}, {'name': 'Richard Gere', 'url': 'https://www.imdb.com/name/nm0000152/'}, {'name': 'Susan Sarandon', 'url': 'https://www.imdb.com/name/nm0000215/'}, {'name': 'Emma Roberts', 'url': 'https://www.imdb.com/name/nm0731075/'}]"
556. Onyx the Fortuitous and the Talisman of Souls,https://www.imdb.com/title/tt14402316/,US,6.2, (2.4K),,,,,[],"[{'name': 'Andrew Bowser', 'url': 'https://www.imdb.com/name/nm0101453/'}]","[{'name': 'Andrew Bowser', 'url': 'https://www.imdb.com/name/nm0101453/'}, {'name': 'Rivkah Reyes', 'url': 'https://www.imdb.com/name/nm1440134/'}, {'name': 'Melanie Chandra', 'url': 'https://www.imdb.com/name/nm2692301/'}, {'name': ""Terrence 'T.C.' Carson"", 'url': 'https://www.imdb.com/name/nm0141333/'}, {'name': 'Arden Myrin', 'url': 'https://www.imdb.com/name/nm0617141/'}]"
557. House of Spoils,https://www.imdb.com/title/tt21830836/,US,5.0, (3.8K),45,,n/a,,[],"[{'name': 'Bridget Savage Cole', 'url': 'https://www.imdb.com/name/nm3014722/'}, {'name': 'Danielle Krudy', 'url': 'https://www.imdb.com/name/nm3437699/'}]","[{'name': 'Ariana DeBose', 'url': 'https://www.imdb.com/name/nm3663196/'}, {'name': 'Barbie Ferreira', 'url': 'https://www.imdb.com/name/nm9209960/'}, {'name': 'Arian Moayed', 'url': 'https://www.imdb.com/name/nm1573892/'}, {'name': 'Marton Csokas', 'url': 'https://www.imdb.com/name/nm0190744/'}, {'name': 'Mikkel Bratt Silset', 'url': 'https://www.imdb.com/name/nm2072009/'}]"
558. Haunting of the Queen Mary,https://www.imdb.com/title/tt3463938/,US,4.1, (4.6K),,,,,[],"[{'name': 'Gary Shore', 'url': 'https://www.imdb.com/name/nm2411495/'}]","[{'name': 'Wesley Alfvin', 'url': 'https://www.imdb.com/name/nm7098961/'}, {'name': 'Elena Angelova', 'url': 'https://www.imdb.com/name/nm15291338/'}, {'name': 'Tiffany Ashton', 'url': 'https://www.imdb.com/name/nm11539270/'}, {'name': 'Luca Barbarossa', 'url': 'https://www.imdb.com/name/nm13011039/'}, {'name': 'Maciej Bartoszewski', 'url': 'https://www.imdb.com/name/nm7975669/'}]"
559. Journey to Bethlehem,https://www.imdb.com/title/tt13848804/,US,6.4, (3.3K),,,,,[],"[{'name': 'Adam Anders', 'url': 'https://www.imdb.com/name/nm2946490/'}]","[{'name': 'Fiona Palomo', 'url': 'https://www.imdb.com/name/nm5710425/'}, {'name': 'Milo Manheim', 'url': 'https://www.imdb.com/name/nm3676489/'}, {'name': 'Antonio Banderas', 'url': 'https://www.imdb.com/name/nm0000104/'}, {'name': 'Joel David Smallbone', 'url': 'https://www.imdb.com/name/nm3522635/'}, {'name': 'Rizwan Manji', 'url': 'https://www.imdb.com/name/nm0542492/'}]"
560. The Gutter,https://www.imdb.com/title/tt31186932/,US,5.5, (499),59,,"$17,750",,[],"[{'name': 'Isaiah Lester', 'url': 'https://www.imdb.com/name/nm4076783/'}, {'name': 'Yassir Lester', 'url': 'https://www.imdb.com/name/nm2849922/'}]","[{'name': 'Tony Baker', 'url': 'https://www.imdb.com/name/nm2973096/'}, {'name': 'George Basil', 'url': 'https://www.imdb.com/name/nm4097479/'}, {'name': 'Rell Battle', 'url': 'https://www.imdb.com/name/nm3790579/'}, {'name': 'Adam Brody', 'url': 'https://www.imdb.com/name/nm0111013/'}, {'name': ""D'Arcy Carden"", 'url': 'https://www.imdb.com/name/nm3639013/'}]"
561. Sweet Dreams,https://www.imdb.com/title/tt22399738/,US,5.4, (1.4K),,,,,[],"[{'name': 'Lije Sarki', 'url': 'https://www.imdb.com/name/nm1784831/'}]","[{'name': 'Beth Grant', 'url': 'https://www.imdb.com/name/nm0335275/'}, {'name': 'Kate Upton', 'url': 'https://www.imdb.com/name/nm4478322/'}, {'name': 'Bobby Lee', 'url': 'https://www.imdb.com/name/nm0496899/'}, {'name': 'Johnny Knoxville', 'url': 'https://www.imdb.com/name/nm0424216/'}, {'name': 'Brian Van Holt', 'url': 'https://www.imdb.com/name/nm0887144/'}]"
562. Blood for Dust,https://www.imdb.com/title/tt10669888/,US,5.2, (2.1K),58,,n/a,,[],"[{'name': 'Rod Blackhurst', 'url': 'https://www.imdb.com/name/nm2060444/'}]","[{'name': 'Scoot McNairy', 'url': 'https://www.imdb.com/name/nm1058940/'}, {'name': 'Kit Harington', 'url': 'https://www.imdb.com/name/nm3229685/'}, {'name': 'Josh Lucas', 'url': 'https://www.imdb.com/name/nm0524197/'}, {'name': 'Ethan Suplee', 'url': 'https://www.imdb.com/name/nm0839486/'}, {'name': 'Nora Zehetner', 'url': 'https://www.imdb.com/name/nm0954253/'}]"
563. Behind the Lines,https://www.imdb.com/title/tt26315947/,US,8.7, (10),,,,,[],"[{'name': 'John B. Benitz', 'url': 'https://www.imdb.com/name/nm0071261/'}]","[{'name': 'Annette Bening', 'url': 'https://www.imdb.com/name/nm0000906/'}, {'name': 'Eliza Bennett', 'url': 'https://www.imdb.com/name/nm1146916/'}, {'name': 'Rachel Bloom', 'url': 'https://www.imdb.com/name/nm3417385/'}, {'name': 'Piotr Brozda', 'url': 'https://www.imdb.com/name/nm16100706/'}, {'name': 'Chase Cargill', 'url': 'https://www.imdb.com/name/nm4489385/'}]"
564. I Love You Forever,https://www.imdb.com/title/tt15907380/,US,5.6, (178),72,,,,[],"[{'name': 'Cazzie David', 'url': 'https://www.imdb.com/name/nm2660078/'}, {'name': 'Elisa Kalani', 'url': 'https://www.imdb.com/name/nm8708344/'}]","[{'name': 'Ray Nicholson', 'url': 'https://www.imdb.com/name/nm2200658/'}, {'name': ""Sofia Black-D'Elia"", 'url': 'https://www.imdb.com/name/nm3733763/'}, {'name': 'Jon Rudnitsky', 'url': 'https://www.imdb.com/name/nm4339544/'}, {'name': 'Oliver Cooper', 'url': 'https://www.imdb.com/name/nm3967796/'}, {'name': 'Cazzie David', 'url': 'https://www.imdb.com/name/nm2660078/'}]"
565. Nutcrackers,https://www.imdb.com/title/tt30144381/,US,5.5, (9.3K),54,,n/a,,[],"[{'name': 'David Gordon Green', 'url': 'https://www.imdb.com/name/nm0337773/'}]","[{'name': 'Ben Stiller', 'url': 'https://www.imdb.com/name/nm0001774/'}, {'name': 'Homer Janson', 'url': 'https://www.imdb.com/name/nm16738201/'}, {'name': 'Ulysses Janson', 'url': 'https://www.imdb.com/name/nm16738200/'}, {'name': 'Arlo Janson', 'url': 'https://www.imdb.com/name/nm16738203/'}, {'name': 'Atlas Janson', 'url': 'https://www.imdb.com/name/nm16738202/'}]"
566. Rats!,https://www.imdb.com/title/tt29426703/,US,6.5, (119),,,,,[],"[{'name': 'Carl Fry', 'url': 'https://www.imdb.com/name/nm8440619/'}, {'name': 'Maxwell Nalevansky', 'url': 'https://www.imdb.com/name/nm7846698/'}]","[{'name': 'Danielle Evon Ploeger', 'url': 'https://www.imdb.com/name/nm3172728/'}, {'name': 'Luke Wilcox', 'url': 'https://www.imdb.com/name/nm13923029/'}, {'name': 'Darius Autry', 'url': 'https://www.imdb.com/name/nm10715867/'}, {'name': 'Khali Sykes', 'url': 'https://www.imdb.com/name/nm9775251/'}, {'name': 'Ariel Ash', 'url': 'https://www.imdb.com/name/nm11161839/'}]"
567. Beatles '64,https://www.imdb.com/title/tt33986138/,US,7.2, (2.5K),78,,n/a,,[],"[{'name': 'David Tedeschi', 'url': 'https://www.imdb.com/name/nm0853731/'}]","[{'name': 'The Beatles', 'url': 'https://www.imdb.com/name/nm1397313/'}, {'name': 'John Lennon', 'url': 'https://www.imdb.com/name/nm0006168/'}, {'name': 'Paul McCartney', 'url': 'https://www.imdb.com/name/nm0005200/'}, {'name': 'George Harrison', 'url': 'https://www.imdb.com/name/nm0365600/'}, {'name': 'Ringo Starr', 'url': 'https://www.imdb.com/name/nm0823592/'}]"
568. Mr. Crocket,https://www.imdb.com/title/tt32916093/,US,5.4, (4.5K),,,n/a,,[],"[{'name': 'Brandon Espy', 'url': 'https://www.imdb.com/name/nm4106136/'}]","[{'name': 'Jerrika Hinton', 'url': 'https://www.imdb.com/name/nm2056961/'}, {'name': 'Ayden Gavin', 'url': 'https://www.imdb.com/name/nm11179437/'}, {'name': 'Kristolyn Lloyd', 'url': 'https://www.imdb.com/name/nm3341618/'}, {'name': 'Alex Akpobome', 'url': 'https://www.imdb.com/name/nm5611918/'}, {'name': 'Elvis Nolasco', 'url': 'https://www.imdb.com/name/nm0634393/'}]"
569. Where the Devil Roams,https://www.imdb.com/title/tt26681671/,US,5.4, (952),,,,,[],"[{'name': 'John Adams', 'url': 'https://www.imdb.com/name/nm3080055/'}, {'name': 'Zelda Adams', 'url': 'https://www.imdb.com/name/nm3176035/'}, {'name': 'Toby Poser', 'url': 'https://www.imdb.com/name/nm0692652/'}]","[{'name': 'Toby Poser', 'url': 'https://www.imdb.com/name/nm0692652/'}, {'name': 'Zelda Adams', 'url': 'https://www.imdb.com/name/nm3176035/'}, {'name': 'John Adams', 'url': 'https://www.imdb.com/name/nm3080055/'}, {'name': 'Lulu Adams', 'url': 'https://www.imdb.com/name/nm3958780/'}, {'name': 'Nathaniel Meek', 'url': 'https://www.imdb.com/name/nm4524626/'}]"
