title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
"487. LaRoy, Texas",https://www.imdb.com/title/tt20102596/,US,6.5, (6.7K),69,,n/a,,[],"[{'name': 'Shane Atkinson', 'url': 'https://www.imdb.com/name/nm2107414/'}]","[{'name': 'Steve Zahn', 'url': 'https://www.imdb.com/name/nm0001872/'}, {'name': 'John Magaro', 'url': 'https://www.imdb.com/name/nm1910274/'}, {'name': 'Emily Pendergast', 'url': 'https://www.imdb.com/name/nm6119643/'}, {'name': 'Matthew Del Negro', 'url': 'https://www.imdb.com/name/nm0215682/'}, {'name': 'A.J. Buckley', 'url': 'https://www.imdb.com/name/nm0118568/'}]"
488. Asphalt City,https://www.imdb.com/title/tt9663896/,US,6.1, (7.3K),47,,,,[],"[{'name': 'Jean-Stéphane Sauvaire', 'url': 'https://www.imdb.com/name/nm0767160/'}]","[{'name': 'Tye Sheridan', 'url': 'https://www.imdb.com/name/nm4446467/'}, {'name': 'Michael Pitt', 'url': 'https://www.imdb.com/name/nm0685856/'}, {'name': 'Lenel Caze', 'url': 'https://www.imdb.com/name/nm16543804/'}, {'name': 'Keisha Lauderdale', 'url': 'https://www.imdb.com/name/nm16543808/'}, {'name': 'Jaiquan Fayson Jr.', 'url': 'https://www.imdb.com/name/nm16543790/'}]"
489. Swap,https://www.imdb.com/title/tt13358302/,US,2.9, (343),,,,,[],"[{'name': 'Dallas King', 'url': 'https://www.imdb.com/name/nm2474410/'}]","[{'name': 'Dallas King', 'url': 'https://www.imdb.com/name/nm2474410/'}, {'name': 'Jessica Lelia Greene', 'url': 'https://www.imdb.com/name/nm9003490/'}]"
490. In the Summers,https://www.imdb.com/title/tt24805832/,US,6.5, (955),83,,,,[],"[{'name': 'Alessandra Lacorazza', 'url': 'https://www.imdb.com/name/nm6628877/'}]","[{'name': 'Residente', 'url': 'https://www.imdb.com/name/nm2333606/'}, {'name': 'Sasha Calle', 'url': 'https://www.imdb.com/name/nm8567338/'}, {'name': 'Lio Mehiel', 'url': 'https://www.imdb.com/name/nm5825809/'}, {'name': 'Dreya Castillo', 'url': 'https://www.imdb.com/name/nm13526509/'}, {'name': 'Luciana Elisa Quinonez', 'url': 'https://www.imdb.com/name/nm11984224/'}]"
491. Super/Man: The Christopher Reeve Story,https://www.imdb.com/title/tt27902121/,US,8.0, (9K),76,,,,[],"[{'name': 'Ian Bonhôte', 'url': 'https://www.imdb.com/name/nm0094524/'}, {'name': 'Peter Ettedgui', 'url': 'https://www.imdb.com/name/nm0262167/'}]","[{'name': 'Christopher Reeve', 'url': 'https://www.imdb.com/name/nm0001659/'}, {'name': 'Will Reeve', 'url': 'https://www.imdb.com/name/nm0716137/'}, {'name': 'Dana Reeve', 'url': 'https://www.imdb.com/name/nm0716106/'}, {'name': 'Alexandra Reeve Givens', 'url': 'https://www.imdb.com/name/nm2315455/'}, {'name': 'Matthew Reeve', 'url': 'https://www.imdb.com/name/nm1509941/'}]"
492. Am I Racist?,https://www.imdb.com/title/tt33034103/,US,6.7, (17K),,"$3,000,000","$12,311,598",,[],"[{'name': 'Justin Folk', 'url': 'https://www.imdb.com/name/nm1721001/'}]","[{'name': 'Matt Walsh', 'url': 'https://www.imdb.com/name/nm9503133/'}]"
493. Exhibiting Forgiveness,https://www.imdb.com/title/tt28523838/,US,7.0, (1.2K),82,,"$506,520",,[],"[{'name': 'Titus Kaphar', 'url': 'https://www.imdb.com/name/nm7905627/'}]","[{'name': 'André Holland', 'url': 'https://www.imdb.com/name/nm2428245/'}, {'name': 'John Earl Jelks', 'url': 'https://www.imdb.com/name/nm0420576/'}, {'name': 'Andra Day', 'url': 'https://www.imdb.com/name/nm7363531/'}, {'name': 'Aunjanue Ellis-Taylor', 'url': 'https://www.imdb.com/name/nm0254712/'}, {'name': 'Daniel Michael Barriere', 'url': 'https://www.imdb.com/name/nm15480495/'}]"
494. Something in the Water,https://www.imdb.com/title/tt22863968/,US,4.1, (4.6K),42,,,,[],"[{'name': 'Hayley Easton Street', 'url': 'https://www.imdb.com/name/nm1275459/'}]","[{'name': 'Hiftu Quasem', 'url': 'https://www.imdb.com/name/nm7073256/'}, {'name': 'Natalie Mitson', 'url': 'https://www.imdb.com/name/nm8322724/'}, {'name': 'Tashani Bent', 'url': 'https://www.imdb.com/name/nm16236950/'}, {'name': 'India Jean-Jacques', 'url': 'https://www.imdb.com/name/nm6175433/'}, {'name': 'Chloe Marshall', 'url': 'https://www.imdb.com/name/nm16236952/'}]"
495. Spy Kids: Armageddon,https://www.imdb.com/title/tt13978520/,US,4.3, (3.9K),55,,,,[],"[{'name': 'Robert Rodriguez', 'url': 'https://www.imdb.com/name/nm0001675/'}]","[{'name': 'Connor Esterson', 'url': 'https://www.imdb.com/name/nm11345133/'}, {'name': 'Everly Carganilla', 'url': 'https://www.imdb.com/name/nm9027655/'}, {'name': 'Zachary Levi', 'url': 'https://www.imdb.com/name/nm1157048/'}, {'name': 'Gina Rodriguez', 'url': 'https://www.imdb.com/name/nm1752221/'}, {'name': 'Billy Magnussen', 'url': 'https://www.imdb.com/name/nm2915105/'}]"
496. Zoey 102,https://www.imdb.com/title/tt26217622/,US,4.9, (2.4K),,,,,[],"[{'name': 'Nancy Hower', 'url': 'https://www.imdb.com/name/nm0398107/'}]","[{'name': 'Jamie Lynn Spears', 'url': 'https://www.imdb.com/name/nm1086604/'}, {'name': 'Sean Flynn', 'url': 'https://www.imdb.com/name/nm0024960/'}, {'name': 'Erin Sanders', 'url': 'https://www.imdb.com/name/nm1139258/'}, {'name': 'Christopher Massey', 'url': 'https://www.imdb.com/name/nm1814260/'}, {'name': 'Matthew Underwood', 'url': 'https://www.imdb.com/name/nm1662296/'}]"
497. Shooting Stars,https://www.imdb.com/title/tt3715152/,US,6.5, (3.5K),62,,,,[],"[{'name': 'Chris Robinson', 'url': 'https://www.imdb.com/name/nm1309090/'}]","[{'name': 'Marquis Mookie Cook', 'url': 'https://www.imdb.com/name/nm13735262/'}, {'name': 'Wood Harris', 'url': 'https://www.imdb.com/name/nm0365445/'}, {'name': 'Caleb McLaughlin', 'url': 'https://www.imdb.com/name/nm5160895/'}, {'name': 'Avery Serell Wills Jr.', 'url': 'https://www.imdb.com/name/nm13077889/'}, {'name': 'Khalil Everage', 'url': 'https://www.imdb.com/name/nm9895418/'}]"
498. Float,https://www.imdb.com/title/tt13205458/,US,5.3, (1.8K),,,n/a,"$12,623",[],"[{'name': 'Sherren Lee', 'url': 'https://www.imdb.com/name/nm3506441/'}]","[{'name': 'Sarah Desjardins', 'url': 'https://www.imdb.com/name/nm4480988/'}, {'name': 'Robbie Amell', 'url': 'https://www.imdb.com/name/nm2064412/'}, {'name': 'Rukiya Bernard', 'url': 'https://www.imdb.com/name/nm1113471/'}, {'name': 'Andrea Bang', 'url': 'https://www.imdb.com/name/nm4490375/'}, {'name': 'Michelle Krusiec', 'url': 'https://www.imdb.com/name/nm0472891/'}]"
499. In Flight,https://www.imdb.com/title/tt27573123/,US,3.9, (110),,,n/a,,[],"[{'name': 'Bo Youngblood', 'url': 'https://www.imdb.com/name/nm3117603/'}]","[{'name': 'Cristo Fernández', 'url': 'https://www.imdb.com/name/nm9434831/'}, {'name': 'Ashley Jones', 'url': 'https://www.imdb.com/name/nm0427521/'}, {'name': 'Tiffany Smith', 'url': 'https://www.imdb.com/name/nm4227751/'}, {'name': 'Maria Russell', 'url': 'https://www.imdb.com/name/nm1078823/'}, {'name': 'Alisa Allapach', 'url': 'https://www.imdb.com/name/nm3444384/'}]"
500. Sapiosexual,https://www.imdb.com/title/tt19267078/,US,3.0, (252),,,,,[],"[{'name': 'Deborah Twiss', 'url': 'https://www.imdb.com/name/nm0878597/'}]","[{'name': 'Deborah Twiss', 'url': 'https://www.imdb.com/name/nm0878597/'}, {'name': 'Nick Hardin', 'url': 'https://www.imdb.com/name/nm0547136/'}, {'name': 'Lora Davisson Sumner', 'url': 'https://www.imdb.com/name/nm5327547/'}, {'name': 'David Edwin Williams', 'url': 'https://www.imdb.com/name/nm6589958/'}, {'name': 'Rob Klein', 'url': 'https://www.imdb.com/name/nm1807935/'}]"
501. The Blind,https://www.imdb.com/title/tt16374352/,US,6.2, (2.5K),,,,,[],"[{'name': 'Andrew Hyatt', 'url': 'https://www.imdb.com/name/nm1358366/'}]","[{'name': 'Aron von Andrian', 'url': 'https://www.imdb.com/name/nm7748012/'}, {'name': 'Matthew Erick White', 'url': 'https://www.imdb.com/name/nm8300062/'}, {'name': 'Ronan Carroll', 'url': 'https://www.imdb.com/name/nm9849707/'}, {'name': 'Amelia Eve', 'url': 'https://www.imdb.com/name/nm4633678/'}, {'name': 'Brielle Robillard', 'url': 'https://www.imdb.com/name/nm6520955/'}]"
502. Fingernails,https://www.imdb.com/title/tt13968674/,US,5.8, (9.4K),63,,,,[],"[{'name': 'Christos Nikou', 'url': 'https://www.imdb.com/name/nm3649532/'}]","[{'name': 'Jessie Buckley', 'url': 'https://www.imdb.com/name/nm2976580/'}, {'name': 'Riz Ahmed', 'url': 'https://www.imdb.com/name/nm1981893/'}, {'name': 'Jeremy Allen White', 'url': 'https://www.imdb.com/name/nm2087739/'}, {'name': 'Luke Wilson', 'url': 'https://www.imdb.com/name/nm0005561/'}, {'name': 'Christian Meer', 'url': 'https://www.imdb.com/name/nm13218007/'}]"
503. See You on Venus,https://www.imdb.com/title/tt14960612/,US,6.1, (4.9K),,,,,[],"[{'name': 'Joaquín Llamas', 'url': 'https://www.imdb.com/name/nm1402741/'}]","[{'name': 'Virginia Gardner', 'url': 'https://www.imdb.com/name/nm4722966/'}, {'name': 'Alex Aiono', 'url': 'https://www.imdb.com/name/nm6269125/'}, {'name': 'Rob Estes', 'url': 'https://www.imdb.com/name/nm0004900/'}, {'name': 'Eowyn Nyby Krieger', 'url': 'https://www.imdb.com/name/nm14817128/'}, {'name': 'Veronica del Cerro', 'url': 'https://www.imdb.com/name/nm2289900/'}]"
504. Rez Ball,https://www.imdb.com/title/tt15181360/,US,6.3, (2.5K),69,,n/a,,[],"[{'name': 'Sydney Freeland', 'url': 'https://www.imdb.com/name/nm2978148/'}]","[{'name': 'Kauchani Bratt', 'url': 'https://www.imdb.com/name/nm15784122/'}, {'name': 'Jessica Matten', 'url': 'https://www.imdb.com/name/nm3906656/'}, {'name': 'Devin Sampson-Craig', 'url': 'https://www.imdb.com/name/nm12278447/'}, {'name': 'Amber Midthunder', 'url': 'https://www.imdb.com/name/nm1690270/'}, {'name': 'Julia Jones', 'url': 'https://www.imdb.com/name/nm1247407/'}]"
505. Mafia Wars,https://www.imdb.com/title/tt10450852/,US,3.4, (236),,,n/a,,[],"[{'name': 'Scott Windhauser', 'url': 'https://www.imdb.com/name/nm0934698/'}]","[{'name': 'Tom Welling', 'url': 'https://www.imdb.com/name/nm0919991/'}, {'name': 'Cam Gigandet', 'url': 'https://www.imdb.com/name/nm1544217/'}, {'name': 'Cher Cosenza', 'url': 'https://www.imdb.com/name/nm1990589/'}, {'name': 'Desiree Hall', 'url': 'https://www.imdb.com/name/nm1869418/'}, {'name': 'Chris Mullinax', 'url': 'https://www.imdb.com/name/nm9263700/'}]"
506. Good Burger 2,https://www.imdb.com/title/tt25289836/,US,5.3, (4.2K),48,,,,[],"[{'name': 'Phil Traill', 'url': 'https://www.imdb.com/name/nm1288766/'}]","[{'name': 'Kel Mitchell', 'url': 'https://www.imdb.com/name/nm0005239/'}, {'name': 'Pete Davidson', 'url': 'https://www.imdb.com/name/nm0203457/'}, {'name': 'Kenan Thompson', 'url': 'https://www.imdb.com/name/nm0860380/'}, {'name': ""Sofia Black-D'Elia"", 'url': 'https://www.imdb.com/name/nm3733763/'}, {'name': 'Mark Cuban', 'url': 'https://www.imdb.com/name/nm1171860/'}]"
507. Quiz Lady,https://www.imdb.com/title/tt13405810/,US,6.7, (23K),59,,,,[],"[{'name': 'Jessica Yu', 'url': 'https://www.imdb.com/name/nm0950506/'}]","[{'name': 'Awkwafina', 'url': 'https://www.imdb.com/name/nm5377144/'}, {'name': 'Sandra Oh', 'url': 'https://www.imdb.com/name/nm0644897/'}, {'name': 'Will Ferrell', 'url': 'https://www.imdb.com/name/nm0002071/'}, {'name': 'Holland Taylor', 'url': 'https://www.imdb.com/name/nm0852466/'}, {'name': 'Jason Schwartzman', 'url': 'https://www.imdb.com/name/nm0005403/'}]"
508. Trapped in the Rocky Mountains,https://www.imdb.com/title/tt33059265/,US,4.4, (342),,,,,[],"[{'name': 'Patricia Frontain', 'url': 'https://www.imdb.com/name/nm0296414/'}]","[{'name': 'Aubrey Reynolds', 'url': 'https://www.imdb.com/name/nm6471347/'}, {'name': 'Nick Puya', 'url': 'https://www.imdb.com/name/nm8650150/'}, {'name': 'Steven Anthony Washington', 'url': 'https://www.imdb.com/name/nm8763561/'}, {'name': 'Gina Su', 'url': 'https://www.imdb.com/name/nm8165467/'}, {'name': 'Dan Hwang', 'url': 'https://www.imdb.com/name/nm14987676/'}]"
509. Good Grief,https://www.imdb.com/title/tt19887550/,US,6.4, (12K),59,,,,[],"[{'name': 'Dan Levy', 'url': 'https://www.imdb.com/name/nm2391794/'}]","[{'name': 'Dan Levy', 'url': 'https://www.imdb.com/name/nm2391794/'}, {'name': 'Ruth Negga', 'url': 'https://www.imdb.com/name/nm1550948/'}, {'name': 'Himesh Patel', 'url': 'https://www.imdb.com/name/nm2797744/'}, {'name': 'Luke Evans', 'url': 'https://www.imdb.com/name/nm1812656/'}, {'name': 'Celia Imrie', 'url': 'https://www.imdb.com/name/nm0408309/'}]"
510. Hard Miles,https://www.imdb.com/title/tt15353574/,US,6.4, (1.1K),70,,"$386,891","$397,803",[],"[{'name': 'R.J. Daniel Hanna', 'url': 'https://www.imdb.com/name/nm3621839/'}]","[{'name': 'Matthew Modine', 'url': 'https://www.imdb.com/name/nm0000546/'}, {'name': 'Cynthia Kaye McWilliams', 'url': 'https://www.imdb.com/name/nm1983843/'}, {'name': 'Jahking Guillory', 'url': 'https://www.imdb.com/name/nm5795819/'}, {'name': 'Jackson Kelly', 'url': 'https://www.imdb.com/name/nm10893920/'}, {'name': 'Zachary T. Robbins', 'url': 'https://www.imdb.com/name/nm3720991/'}]"
511. Saving Bikini Bottom: The Sandy Cheeks Movie,https://www.imdb.com/title/tt23063732/,US,3.7, (3.9K),,,n/a,"$4,060,547",[],"[{'name': 'Liza Johnson', 'url': 'https://www.imdb.com/name/nm1637785/'}]","[{'name': 'Carolyn Lawrence', 'url': 'https://www.imdb.com/name/nm0492657/'}, {'name': 'Tom Kenny', 'url': 'https://www.imdb.com/name/nm0444786/'}, {'name': 'Mr. Lawrence', 'url': 'https://www.imdb.com/name/nm0492951/'}, {'name': 'Mary Jo Catlett', 'url': 'https://www.imdb.com/name/nm0146181/'}, {'name': 'Clancy Brown', 'url': 'https://www.imdb.com/name/nm0000317/'}]"
512. Tokyo Cowboy,https://www.imdb.com/title/tt22815732/,US,7.4, (225),,,"$149,575","$253,276",[],"[{'name': 'Marc Marriott', 'url': 'https://www.imdb.com/name/nm0550192/'}]","[{'name': 'Arata Iura', 'url': 'https://www.imdb.com/name/nm0033152/'}, {'name': 'Robin Weigert', 'url': 'https://www.imdb.com/name/nm0917848/'}, {'name': 'Goya Robles', 'url': 'https://www.imdb.com/name/nm4007188/'}, {'name': 'Ayako Fujitani', 'url': 'https://www.imdb.com/name/nm0297858/'}, {'name': 'Jun Kunimura', 'url': 'https://www.imdb.com/name/nm0475165/'}]"
513. Taylor Swift: The Eras Tour,https://www.imdb.com/title/tt28814949/,US,8.0, (24K),82,,,,[],"[{'name': 'Sam Wrench', 'url': 'https://www.imdb.com/name/nm3532802/'}]","[{'name': 'Taylor Swift', 'url': 'https://www.imdb.com/name/nm2357847/'}, {'name': 'Mike Meadows', 'url': 'https://www.imdb.com/name/nm11593352/'}, {'name': 'Max Bernstein', 'url': 'https://www.imdb.com/name/nm0077103/'}, {'name': 'Paul Sidoti', 'url': 'https://www.imdb.com/name/nm4758607/'}, {'name': 'Amos Heller', 'url': 'https://www.imdb.com/name/nm4758352/'}]"
514. We're All Gonna Die,https://www.imdb.com/title/tt28055078/,US,8.2, (91),,,n/a,,[],"[{'name': 'Matthew Arnold', 'url': 'https://www.imdb.com/name/nm5080673/'}, {'name': 'Freddie Wong', 'url': 'https://www.imdb.com/name/nm3087799/'}]","[{'name': 'Indiana Arnold', 'url': 'https://www.imdb.com/name/nm9679070/'}, {'name': 'Nevada Arnold', 'url': 'https://www.imdb.com/name/nm10117350/'}, {'name': 'Ashly Burch', 'url': 'https://www.imdb.com/name/nm3950075/'}, {'name': 'Olivia Cade', 'url': 'https://www.imdb.com/name/nm11561282/'}, {'name': 'Alexander Chard', 'url': 'https://www.imdb.com/name/nm5263240/'}]"
515. A Little White Lie,https://www.imdb.com/title/tt4225012/,US,5.9, (2.8K),42,,,,[],"[{'name': 'Michael Maren', 'url': 'https://www.imdb.com/name/nm0546440/'}]","[{'name': 'Michael Shannon', 'url': 'https://www.imdb.com/name/nm0788335/'}, {'name': 'Kate Hudson', 'url': 'https://www.imdb.com/name/nm0005028/'}, {'name': 'Don Johnson', 'url': 'https://www.imdb.com/name/nm0000467/'}, {'name': 'Peyton List', 'url': 'https://www.imdb.com/name/nm2572554/'}, {'name': 'Zach Braff', 'url': 'https://www.imdb.com/name/nm0103785/'}]"
516. Cat Person,https://www.imdb.com/title/tt14647404/,US,6.0, (7.5K),48,,,,[],"[{'name': 'Susanna Fogel', 'url': 'https://www.imdb.com/name/nm2573005/'}]","[{'name': 'Emilia Jones', 'url': 'https://www.imdb.com/name/nm4454223/'}, {'name': 'Nicholas Braun', 'url': 'https://www.imdb.com/name/nm1002609/'}, {'name': 'Geraldine Viswanathan', 'url': 'https://www.imdb.com/name/nm6543093/'}, {'name': 'Isabella Rossellini', 'url': 'https://www.imdb.com/name/nm0000618/'}, {'name': 'Hope Davis', 'url': 'https://www.imdb.com/name/nm0204706/'}]"
517. Queen of Bones,https://www.imdb.com/title/tt15207270/,US,5.1, (161),,,,,[],"[{'name': 'Robert Budreau', 'url': 'https://www.imdb.com/name/nm1519253/'}]","[{'name': 'Julia Butters', 'url': 'https://www.imdb.com/name/nm6253548/'}, {'name': 'Jacob Tremblay', 'url': 'https://www.imdb.com/name/nm5016878/'}, {'name': 'Martin Freeman', 'url': 'https://www.imdb.com/name/nm0293509/'}, {'name': 'Taylor Schilling', 'url': 'https://www.imdb.com/name/nm2279940/'}, {'name': 'Christopher Heyerdahl', 'url': 'https://www.imdb.com/name/nm0382216/'}]"
518. Organ Trail,https://www.imdb.com/title/tt18071972/,US,5.0, (2K),,,,,[],"[{'name': 'Michael Patrick Jann', 'url': 'https://www.imdb.com/name/nm0417794/'}]","[{'name': ""Zoé de Grand'Maison"", 'url': 'https://www.imdb.com/name/nm5046516/'}, {'name': 'Mather Zickel', 'url': 'https://www.imdb.com/name/nm0955991/'}, {'name': 'Lisa LoCicero', 'url': 'https://www.imdb.com/name/nm0516225/'}, {'name': 'Lukas Jann', 'url': 'https://www.imdb.com/name/nm12508796/'}, {'name': 'Olivia Grace Applegate', 'url': 'https://www.imdb.com/name/nm5703842/'}]"
519. Outbreak,https://www.imdb.com/title/tt27791972/,US,4.4, (831),,,n/a,,[],"[{'name': 'Jeff Wolfe', 'url': 'https://www.imdb.com/name/nm0004178/'}]","[{'name': 'Billy Burke', 'url': 'https://www.imdb.com/name/nm0121605/'}, {'name': 'Raoul Max Trujillo', 'url': 'https://www.imdb.com/name/nm0874232/'}, {'name': 'Alyshia Ochse', 'url': 'https://www.imdb.com/name/nm1865462/'}, {'name': 'Taylor Handley', 'url': 'https://www.imdb.com/name/nm0359623/'}, {'name': 'Jessica Frances Dukes', 'url': 'https://www.imdb.com/name/nm7048307/'}]"
520. Liza: A Truly Terrific Absolutely True Story,https://www.imdb.com/title/tt32150684/,US,7.7, (203),76,,,,[],"[{'name': 'Bruce David Klein', 'url': 'https://www.imdb.com/name/nm0458678/'}]","[{'name': 'Peter Allen', 'url': 'https://www.imdb.com/name/nm0020899/'}, {'name': 'Charles Aznavour', 'url': 'https://www.imdb.com/name/nm0002198/'}, {'name': 'Rona Barrett', 'url': 'https://www.imdb.com/name/nm0057270/'}, {'name': 'Marisa Berenson', 'url': 'https://www.imdb.com/name/nm0001943/'}, {'name': 'Darren Criss', 'url': 'https://www.imdb.com/name/nm2023050/'}]"
521. Good One,https://www.imdb.com/title/tt30319516/,US,6.7, (2.5K),87,,"$352,135","$354,732",[],"[{'name': 'India Donaldson', 'url': 'https://www.imdb.com/name/nm8435156/'}]","[{'name': 'Lily Collias', 'url': 'https://www.imdb.com/name/nm9917159/'}, {'name': 'Sumaya Bouhbal', 'url': 'https://www.imdb.com/name/nm6937650/'}, {'name': 'Valentine Black', 'url': 'https://www.imdb.com/name/nm15756321/'}, {'name': 'Diana Irvine', 'url': 'https://www.imdb.com/name/nm5521435/'}, {'name': 'James Le Gros', 'url': 'https://www.imdb.com/name/nm0001457/'}]"
522. Not Just a Goof,https://www.imdb.com/title/tt32989896/,US,7.9, (206),,,,,[],"[{'name': 'Eric Kimelton', 'url': 'https://www.imdb.com/name/nm3457182/'}, {'name': 'Christopher Ninness', 'url': 'https://www.imdb.com/name/nm4250759/'}]","[{'name': 'Kevin Lima', 'url': 'https://www.imdb.com/name/nm0510674/'}, {'name': 'Gregory Perler', 'url': 'https://www.imdb.com/name/nm0674179/'}, {'name': 'Steve Moore', 'url': 'https://www.imdb.com/name/nm0601696/'}, {'name': 'Jeffrey Katzenberg', 'url': 'https://www.imdb.com/name/nm0005076/'}, {'name': 'Dan Rounds', 'url': 'https://www.imdb.com/name/nm0745766/'}]"
523. Clock,https://www.imdb.com/title/tt17219484/,US,5.0, (6.7K),59,,,,[],"[{'name': 'Alexis Jacknow', 'url': 'https://www.imdb.com/name/nm3237056/'}]","[{'name': 'Dianna Agron', 'url': 'https://www.imdb.com/name/nm1872698/'}, {'name': 'Melora Hardin', 'url': 'https://www.imdb.com/name/nm0002124/'}, {'name': 'Jay Ali', 'url': 'https://www.imdb.com/name/nm3045245/'}, {'name': 'Grace Porter', 'url': 'https://www.imdb.com/name/nm8290597/'}, {'name': 'Saul Rubinek', 'url': 'https://www.imdb.com/name/nm0007210/'}]"
524. Surprised by Oxford,https://www.imdb.com/title/tt8891560/,US,6.2, (1.1K),,,,,[],"[{'name': 'Ryan Whitaker', 'url': 'https://www.imdb.com/name/nm3081301/'}]","[{'name': 'Rose Reid', 'url': 'https://www.imdb.com/name/nm7533016/'}, {'name': ""Ruairi O'Connor"", 'url': 'https://www.imdb.com/name/nm4754741/'}, {'name': 'Phyllis Logan', 'url': 'https://www.imdb.com/name/nm0517642/'}, {'name': 'Mark Williams', 'url': 'https://www.imdb.com/name/nm0931247/'}, {'name': 'Michael Culkin', 'url': 'https://www.imdb.com/name/nm0191410/'}]"
525. Theater Camp,https://www.imdb.com/title/tt21232992/,US,6.9, (18K),70,,,,[],"[{'name': 'Molly Gordon', 'url': 'https://www.imdb.com/name/nm1094137/'}, {'name': 'Nick Lieberman', 'url': 'https://www.imdb.com/name/nm3925146/'}]","[{'name': 'Ben Platt', 'url': 'https://www.imdb.com/name/nm4805317/'}, {'name': 'Molly Gordon', 'url': 'https://www.imdb.com/name/nm1094137/'}, {'name': 'Noah Galvin', 'url': 'https://www.imdb.com/name/nm5687643/'}, {'name': 'Jimmy Tatro', 'url': 'https://www.imdb.com/name/nm5555161/'}, {'name': 'Caroline Aaron', 'url': 'https://www.imdb.com/name/nm0000715/'}]"
526. Assassin,https://www.imdb.com/title/tt14555174/,US,3.3, (1.7K),,,,,[],"[{'name': 'Jesse Atlas', 'url': 'https://www.imdb.com/name/nm1897760/'}]","[{'name': 'Andy Allo', 'url': 'https://www.imdb.com/name/nm3698103/'}, {'name': 'Nomzamo Mbatha', 'url': 'https://www.imdb.com/name/nm7580248/'}, {'name': 'Bruce Willis', 'url': 'https://www.imdb.com/name/nm0000246/'}, {'name': 'Dominic Purcell', 'url': 'https://www.imdb.com/name/nm0700712/'}, {'name': 'Mustafa Shakir', 'url': 'https://www.imdb.com/name/nm1296458/'}]"
527. Sympathy for the Devil,https://www.imdb.com/title/tt21991654/,US,5.5, (13K),54,,,,[],"[{'name': 'Yuval Adler', 'url': 'https://www.imdb.com/name/nm2113089/'}]","[{'name': 'Nicolas Cage', 'url': 'https://www.imdb.com/name/nm0000115/'}, {'name': 'Joel Kinnaman', 'url': 'https://www.imdb.com/name/nm1172478/'}, {'name': 'Alexis Zollicoffer', 'url': 'https://www.imdb.com/name/nm5201194/'}, {'name': 'Cameron Lee Price', 'url': 'https://www.imdb.com/name/nm7340667/'}, {'name': 'Oliver McCallum', 'url': 'https://www.imdb.com/name/nm14064124/'}]"
528. You Can't Run Forever,https://www.imdb.com/title/tt15451150/,US,4.5, (4.3K),,,,,[],"[{'name': 'Michelle Schumacher', 'url': 'https://www.imdb.com/name/nm0776650/'}]","[{'name': 'J.K. Simmons', 'url': 'https://www.imdb.com/name/nm0799777/'}, {'name': 'Fernanda Urrejola', 'url': 'https://www.imdb.com/name/nm1343708/'}, {'name': 'Allen Leech', 'url': 'https://www.imdb.com/name/nm1395602/'}, {'name': 'Isabelle Anaya', 'url': 'https://www.imdb.com/name/nm10047069/'}, {'name': 'Graham Patrick Martin', 'url': 'https://www.imdb.com/name/nm2269032/'}]"
529. Last Straw,https://www.imdb.com/title/tt24249072/,US,5.5, (4.7K),,,n/a,"$89,663",[],"[{'name': 'Alan Scott Neal', 'url': 'https://www.imdb.com/name/nm5724645/'}]","[{'name': 'Jessica Belkin', 'url': 'https://www.imdb.com/name/nm3531655/'}, {'name': 'Taylor Kowalski', 'url': 'https://www.imdb.com/name/nm1989804/'}, {'name': 'Joji Otani-Hansen', 'url': 'https://www.imdb.com/name/nm5965513/'}, {'name': 'Christopher M. Lopes', 'url': 'https://www.imdb.com/name/nm7069667/'}, {'name': 'Jeremy Sisto', 'url': 'https://www.imdb.com/name/nm0005438/'}]"
530. Lola,https://www.imdb.com/title/tt14375666/,US,3.8, (1.1K),,,n/a,,[],"[{'name': 'Nicola Peltz Beckham', 'url': 'https://www.imdb.com/name/nm2443758/'}]","[{'name': 'Nicola Peltz Beckham', 'url': 'https://www.imdb.com/name/nm2443758/'}, {'name': 'Raven Goodwin', 'url': 'https://www.imdb.com/name/nm0329538/'}, {'name': 'Richie Merritt', 'url': 'https://www.imdb.com/name/nm8822933/'}, {'name': 'Luke David Blumm', 'url': 'https://www.imdb.com/name/nm9897928/'}, {'name': 'Trevor Long', 'url': 'https://www.imdb.com/name/nm0519217/'}]"
531. The Clean Up Crew,https://www.imdb.com/title/tt21614558/,US,4.1, (1.1K),,,,,[],"[{'name': 'Jon Keeyes', 'url': 'https://www.imdb.com/name/nm0444870/'}]","[{'name': 'Jonathan Rhys Meyers', 'url': 'https://www.imdb.com/name/nm0001667/'}, {'name': 'Swen Temmel', 'url': 'https://www.imdb.com/name/nm2394568/'}, {'name': 'Ekaterina Baker', 'url': 'https://www.imdb.com/name/nm9698063/'}, {'name': 'Melissa Leo', 'url': 'https://www.imdb.com/name/nm0502425/'}, {'name': 'Antonio Banderas', 'url': 'https://www.imdb.com/name/nm0000104/'}]"
